[2017-09-21 16:36:38,404][ERROR][com.leocool.sgland.Server$IAPRequestHandler] java.lang.NullPointerException
[2017-09-21 16:38:39,950][ERROR][com.leocool.sgland.Server$IAPRequestHandler] java.lang.NullPointerException
[2017-09-21 16:40:10,397][ERROR][com.leocool.sgland.Server$IAPRequestHandler] java.lang.NullPointerException
[2017-09-21 16:41:34,184][ERROR][com.leocool.sgland.Server$IAPRequestHandler] java.lang.NullPointerException
[2017-09-21 16:42:16,689][ERROR][com.leocool.sgland.Server$IAPRequestHandler] java.lang.NullPointerException
[2017-09-21 16:42:17,308][ERROR][com.leocool.sgland.Server$IAPRequestHandler] java.lang.NullPointerException
[2017-09-21 16:48:17,654][ERROR][com.leocool.sgland.Server$IAPRequestHandler] java.lang.NullPointerException
[2017-09-21 16:48:19,473][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=20170921164956LIW8AO, regionId=10001, price=6, purchaseId=759, goodsName=60宝石, userId=66]
[2017-09-21 17:44:39,742][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=20170921174425QQVGCL, regionId=10001, price=6, purchaseId=798, goodsName=60宝石, userId=65]
[2017-09-21 17:45:40,454][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=300, orderId=201709211747409C6GV4, regionId=10001, price=30, purchaseId=799, goodsName=300宝石, userId=65]
[2017-09-21 17:45:49,420][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=300, orderId=20170921174749UKG8KO, regionId=10001, price=30, purchaseId=800, goodsName=300宝石, userId=65]
[2017-09-21 17:49:05,757][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=980, orderId=20170921175105C4YWI1, regionId=10001, price=98, purchaseId=801, goodsName=980宝石, userId=65]
[2017-09-21 17:56:58,051][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=3960, orderId=20170921175858CPFGCU, regionId=10001, price=198, purchaseId=802, goodsName=3960宝石, userId=65]
[2017-09-21 18:05:41,512][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=201709211807419T1VG8, regionId=10001, price=6, purchaseId=803, goodsName=60宝石, userId=84]
[2017-09-21 18:06:49,799][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=300, orderId=20170921180849QAY8ET, regionId=10001, price=30, purchaseId=804, goodsName=300宝石, userId=84]
[2017-09-21 18:06:57,135][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=980, orderId=20170921180857EV6IUA, regionId=10001, price=98, purchaseId=805, goodsName=980宝石, userId=84]
[2017-09-21 18:08:04,666][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=1980, orderId=20170921181004MTGUEW, regionId=10001, price=198, purchaseId=806, goodsName=1980宝石, userId=84]
[2017-09-21 19:35:49,578][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=201709211937495BMCET, regionId=10001, price=6, purchaseId=810, goodsName=60宝石, userId=204]
[2017-09-21 19:35:57,060][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=300, orderId=20170921193757RS1SZ7, regionId=10001, price=30, purchaseId=811, goodsName=300宝石, userId=204]
[2017-09-21 19:37:50,517][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=980, orderId=20170921193950P6SM8C, regionId=10001, price=98, purchaseId=812, goodsName=980宝石, userId=204]
[2017-09-21 19:38:36,744][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=1980, orderId=201709211940363PXOJQ, regionId=10001, price=198, purchaseId=813, goodsName=1980宝石, userId=204]
[2017-09-21 19:38:41,347][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=3280, orderId=20170921194041TKQIUB, regionId=10001, price=328, purchaseId=814, goodsName=3280宝石, userId=204]
[2017-09-21 19:38:45,646][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709211940456894ED, regionId=10001, price=648, purchaseId=815, goodsName=6480宝石, userId=204]
[2017-09-22 19:14:55,137][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=20170922191454FHNQV3, regionId=10001, price=6, purchaseId=881, goodsName=60宝石, userId=211]
[2017-09-22 19:15:00,737][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=20170922191500YW8IHC, regionId=10001, price=6, purchaseId=882, goodsName=60宝石, userId=211]
[2017-09-22 19:15:12,920][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=300, orderId=20170922191512GXLN1S, regionId=10001, price=30, purchaseId=883, goodsName=300宝石, userId=211]
[2017-09-22 19:15:25,704][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=300, orderId=201709221915258YVJ7Q, regionId=10001, price=30, purchaseId=884, goodsName=300宝石, userId=211]
[2017-09-22 19:15:31,522][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=980, orderId=20170922191531CJSTT8, regionId=10001, price=98, purchaseId=885, goodsName=980宝石, userId=211]
[2017-09-22 19:15:41,267][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=980, orderId=20170922191541VLQMNP, regionId=10001, price=98, purchaseId=886, goodsName=980宝石, userId=211]
[2017-09-22 19:15:42,783][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=1980, orderId=20170922191542FGOGNU, regionId=10001, price=198, purchaseId=887, goodsName=1980宝石, userId=211]
[2017-09-22 19:15:46,107][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=1980, orderId=20170922191545TGSQW2, regionId=10001, price=198, purchaseId=888, goodsName=1980宝石, userId=211]
[2017-09-22 19:15:48,225][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=3280, orderId=2017092219154887FCRU, regionId=10001, price=328, purchaseId=889, goodsName=3280宝石, userId=211]
[2017-09-22 19:15:51,368][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=3280, orderId=20170922191551POGNY5, regionId=10001, price=328, purchaseId=890, goodsName=3280宝石, userId=211]
[2017-09-22 19:15:55,173][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709221915545JJV9C, regionId=10001, price=648, purchaseId=891, goodsName=6480宝石, userId=211]
[2017-09-22 19:15:59,151][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170922191558YTXK4G, regionId=10001, price=648, purchaseId=892, goodsName=6480宝石, userId=211]
[2017-09-26 15:16:31,120][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=280, orderId=20170926151637WPWV15, regionId=10001, price=28, purchaseId=981, goodsName=白银月卡礼包, userId=214]
[2017-09-26 15:29:51,676][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=680, orderId=20170926152957I2UO73, regionId=10001, price=68, purchaseId=984, goodsName=黄金月卡礼包, userId=214]
[2017-09-26 15:31:19,265][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=20170926153125S4WBQ2, regionId=10001, price=6, purchaseId=985, goodsName=60宝石, userId=214]
[2017-09-26 15:31:46,585][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=20170926153152XMJC8M, regionId=10001, price=6, purchaseId=986, goodsName=60宝石, userId=214]
[2017-09-26 15:34:14,472][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=201709261534208VHWSC, regionId=10001, price=6, purchaseId=987, goodsName=60宝石, userId=214]
[2017-09-26 15:35:06,547][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=20170926153512LX983P, regionId=10001, price=6, purchaseId=988, goodsName=60宝石, userId=214]
[2017-09-26 15:35:57,108][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=20170926153603NWT9RM, regionId=10001, price=6, purchaseId=989, goodsName=60宝石, userId=214]
[2017-09-26 15:36:28,162][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=300, orderId=201709261536346DNP8W, regionId=10001, price=30, purchaseId=990, goodsName=300宝石, userId=214]
[2017-09-26 15:37:04,221][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=980, orderId=20170926153710LGI457, regionId=10001, price=98, purchaseId=991, goodsName=980宝石, userId=214]
[2017-09-26 15:37:14,755][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=1980, orderId=20170926153720J2Y6RQ, regionId=10001, price=198, purchaseId=992, goodsName=1980宝石, userId=214]
[2017-09-26 15:37:20,587][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=3280, orderId=201709261537264UGM1V, regionId=10001, price=328, purchaseId=993, goodsName=3280宝石, userId=214]
[2017-09-26 15:37:23,644][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926153729G84QU4, regionId=10001, price=648, purchaseId=994, goodsName=6480宝石, userId=214]
[2017-09-26 15:44:04,189][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=20170926154410GY66YL, regionId=10001, price=6, purchaseId=995, goodsName=60宝石, userId=216]
[2017-09-26 15:44:53,580][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926154459UCBUHY, regionId=10001, price=648, purchaseId=996, goodsName=6480宝石, userId=216]
[2017-09-26 16:24:25,729][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926162431OZ8BCA, regionId=10001, price=648, purchaseId=1003, goodsName=6480宝石, userId=217]
[2017-09-26 16:27:07,705][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=60, orderId=20170926162713347Q33, regionId=10002, price=6, purchaseId=1004, goodsName=60宝石, userId=210]
[2017-09-26 16:27:11,268][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926162717JX5FO1, regionId=10002, price=648, purchaseId=1005, goodsName=6480宝石, userId=210]
[2017-09-26 16:45:40,172][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=2017092616454653INH2, regionId=10001, price=648, purchaseId=1007, goodsName=6480宝石, userId=217]
[2017-09-26 16:45:49,103][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926164555H3RVTE, regionId=10001, price=648, purchaseId=1008, goodsName=6480宝石, userId=217]
[2017-09-26 17:41:31,616][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926174137M4M56H, regionId=10001, price=648, purchaseId=1012, goodsName=6480宝石, userId=216]
[2017-09-26 17:41:33,899][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926174139PAXUZW, regionId=10001, price=648, purchaseId=1013, goodsName=6480宝石, userId=216]
[2017-09-26 17:45:29,857][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261745352J4XZT, regionId=10001, price=648, purchaseId=1014, goodsName=6480宝石, userId=216]
[2017-09-26 17:45:31,772][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926174537VIUI73, regionId=10001, price=648, purchaseId=1015, goodsName=6480宝石, userId=216]
[2017-09-26 17:45:32,948][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926174538GP38UM, regionId=10001, price=648, purchaseId=1016, goodsName=6480宝石, userId=216]
[2017-09-26 17:45:33,645][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926174539ZDNLWA, regionId=10001, price=648, purchaseId=1017, goodsName=6480宝石, userId=216]
[2017-09-26 17:45:35,203][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926174541XI9Q8L, regionId=10001, price=648, purchaseId=1018, goodsName=6480宝石, userId=216]
[2017-09-26 17:45:35,767][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926174541RF968W, regionId=10001, price=648, purchaseId=1019, goodsName=6480宝石, userId=216]
[2017-09-26 17:45:36,215][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261745428NDX4J, regionId=10001, price=648, purchaseId=1020, goodsName=6480宝石, userId=216]
[2017-09-26 17:45:36,841][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926174542HZMBOX, regionId=10001, price=648, purchaseId=1021, goodsName=6480宝石, userId=216]
[2017-09-26 17:45:37,206][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926174543845EEX, regionId=10001, price=648, purchaseId=1022, goodsName=6480宝石, userId=216]
[2017-09-26 17:51:19,857][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926175125SYVVD6, regionId=10001, price=648, purchaseId=1023, goodsName=6480宝石, userId=216]
[2017-09-26 17:51:22,125][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261751284F3JMY, regionId=10001, price=648, purchaseId=1024, goodsName=6480宝石, userId=216]
[2017-09-26 17:54:13,942][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926175419NBBGW3, regionId=10001, price=648, purchaseId=1025, goodsName=6480宝石, userId=216]
[2017-09-26 17:54:16,007][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261754214YH5QX, regionId=10001, price=648, purchaseId=1026, goodsName=6480宝石, userId=216]
[2017-09-26 17:54:16,207][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=2017092617542235K5ZL, regionId=10001, price=648, purchaseId=1027, goodsName=6480宝石, userId=216]
[2017-09-26 17:54:16,396][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926175422RFAUEV, regionId=10001, price=648, purchaseId=1028, goodsName=6480宝石, userId=216]
[2017-09-26 17:54:16,580][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=2017092617542249NEII, regionId=10001, price=648, purchaseId=1029, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:16,401][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182322JQ31UY, regionId=10001, price=648, purchaseId=1030, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:16,857][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182322FRXOO4, regionId=10001, price=648, purchaseId=1031, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:17,093][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182322WMMAGA, regionId=10001, price=648, purchaseId=1032, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:17,373][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182323Z4GNXR, regionId=10001, price=648, purchaseId=1033, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:17,599][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261823231XKND6, regionId=10001, price=648, purchaseId=1034, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:19,274][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182325PDNL83, regionId=10001, price=648, purchaseId=1035, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:19,445][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182325M4R6KV, regionId=10001, price=648, purchaseId=1036, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:19,613][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182325E5C5ZQ, regionId=10001, price=648, purchaseId=1037, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:19,782][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261823253KZ9YD, regionId=10001, price=648, purchaseId=1038, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:19,976][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182325EKFFDV, regionId=10001, price=648, purchaseId=1039, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:20,124][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182326S4N8H5, regionId=10001, price=648, purchaseId=1040, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:20,295][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182326JC9R7V, regionId=10001, price=648, purchaseId=1041, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:20,451][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182326NDH2ME, regionId=10001, price=648, purchaseId=1042, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:20,631][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182326UMN7NW, regionId=10001, price=648, purchaseId=1043, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:22,348][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182328ELZMHM, regionId=10001, price=648, purchaseId=1044, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:22,530][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182328NN46A9, regionId=10001, price=648, purchaseId=1045, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:22,712][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182328T4BULN, regionId=10001, price=648, purchaseId=1046, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:22,870][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261823289NJOQV, regionId=10001, price=648, purchaseId=1047, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:23,044][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261823284FDOHR, regionId=10001, price=648, purchaseId=1048, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:23,213][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182329USCE2B, regionId=10001, price=648, purchaseId=1049, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:23,388][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182329R6389F, regionId=10001, price=648, purchaseId=1050, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:23,575][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261823296RF746, regionId=10001, price=648, purchaseId=1051, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:23,702][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182329CJIQJA, regionId=10001, price=648, purchaseId=1052, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:23,845][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261823293W2PSE, regionId=10001, price=648, purchaseId=1053, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:24,031][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182329GIEON6, regionId=10001, price=648, purchaseId=1054, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:24,241][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182330PKWZQ7, regionId=10001, price=648, purchaseId=1055, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:25,812][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182331G8EUPW, regionId=10001, price=648, purchaseId=1056, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:25,979][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261823317LDL9G, regionId=10001, price=648, purchaseId=1057, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:26,180][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261823326SGLI4, regionId=10001, price=648, purchaseId=1058, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:26,412][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182332CYRGPR, regionId=10001, price=648, purchaseId=1059, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:26,889][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182332EMPTGW, regionId=10001, price=648, purchaseId=1060, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:27,073][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182332FQPOZ1, regionId=10001, price=648, purchaseId=1061, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:27,595][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182333LHMGSS, regionId=10001, price=648, purchaseId=1062, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:27,940][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182333B1AFBK, regionId=10001, price=648, purchaseId=1063, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:28,118][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182334EWKA6P, regionId=10001, price=648, purchaseId=1064, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:28,303][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182334U96BCI, regionId=10001, price=648, purchaseId=1065, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:28,485][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182334W65KMQ, regionId=10001, price=648, purchaseId=1066, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:28,662][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261823342UDU71, regionId=10001, price=648, purchaseId=1067, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:28,834][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182334YF69O1, regionId=10001, price=648, purchaseId=1068, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:29,012][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261823341C5IYA, regionId=10001, price=648, purchaseId=1069, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:29,223][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182335GJS4KO, regionId=10001, price=648, purchaseId=1070, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:29,414][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182335L81E6Y, regionId=10001, price=648, purchaseId=1071, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:29,601][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182335KE5EFM, regionId=10001, price=648, purchaseId=1072, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:29,773][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182335F6YD6I, regionId=10001, price=648, purchaseId=1073, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:29,987][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182335SMCXGW, regionId=10001, price=648, purchaseId=1074, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:30,389][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182336YB2FCD, regionId=10001, price=648, purchaseId=1075, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:30,649][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182336BMVBCT, regionId=10001, price=648, purchaseId=1076, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:30,834][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182336NG9VGG, regionId=10001, price=648, purchaseId=1077, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:31,033][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182336LN2A48, regionId=10001, price=648, purchaseId=1078, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:31,254][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=201709261823372VPVQM, regionId=10001, price=648, purchaseId=1079, goodsName=6480宝石, userId=216]
[2017-09-26 18:23:31,437][INFO ][com.leocool.sgland.Pay$LocalPay] [amount=6480, orderId=20170926182337NKIQON, regionId=10001, price=648, purchaseId=1080, goodsName=6480宝石, userId=216]
